,title,year,doi
1876,cvfc: attention-based cross-view feature consistency for weakly supervised semantic segmentation of pathology images,2023,10.1109/BIBM58861.2023.10385357
1877,histopathological cancer detection with topological signatures,2023,10.1109/BIBM58861.2023.10385822
1878,campeod: a cross attention-based multi-scale patch embedding organoid detection model,2023,10.1109/BIBM58861.2023.10385689
1879,self-distillation augmented masked autoencoders for histopathological image understanding,2023,10.1109/BIBM58861.2023.10385986
1880,an algorithmic approach for the detection and classification of lung cancer from the histopathological images,2023,10.1109/STCR59085.2023.10397024
1881,brain tumor segmentation using attention-based unet,2023,10.1109/ASPCON59071.2023.10396058
1882,optimization based reconstruction for digital in-line holographic microscopy,2023,10.1109/CICN59264.2023.10402290
1883,few-shot fine-grained classification of histological images,2023,10.1109/MedAI59581.2023.00056
1884,multilayer perceptron models for classification of cervical precancerous cells based on fe-sem/edx features,2023,10.1109/ICITISEE58992.2023.10405265
1885,improving her2-positive breast cancer targeted therapy prediction using multimsnet: a multi-scale pathological image-based approach,2023,10.1109/ICDMW60847.2023.00044
1886,how do norms and noise impact clustering results? a robustness analysis applied to digital pathology,2023,10.1109/BIBE60311.2023.00061
1887,machine learning approaches for the detection and classification of leukemia from histopathological images,2023,10.1109/ICEMCE57940.2023.10434048
1888,breast cancer histopathology images classification based on masked autoencoders and knowledge distillation,2023,10.1109/EIECS59936.2023.10435509
1889,enhancing breast cancer screening: mammogram image analysis with multiclass support vector machine,2023,10.1109/ICMNWC60182.2023.10435830
1890,enhancing mitochondrial image segmentation with extended u-net,2023,10.1109/ICCIT60459.2023.10441121
1891,color and texture feature fusion for breast cancer classification using histopathology images,2023,10.1109/INDICON59947.2023.10440888
1892,a lightweight pathological image segmentation framework based on heterogeneous cross-layer sampling,2023,10.1109/SWC57546.2023.10448845
1893,hardware deployable classifier for invasive ductal carcinoma using tiny machine learning model,2023,10.1109/ICST59744.2023.10460815
1894,enhancing unsupervised domain adaptation via multi-layered domain alignment in multisource environments,2023,10.1109/ICTBIG59752.2023.10455967
1895,a proposed framework for improving the detection and classification of ki67 expression in astrocytoma histopathological images,2023,10.1109/IWAIIP58158.2023.10462843
1896,optimization of random forest hyperparameters with genetic algorithm in classification of lung cancer,2023,10.1109/ISRITI60336.2023.10467686
0,"quantitative morphometry of lupus nephritis: the significance of collagen, tubular space, and inflammatory infiltrate",2005,10.1111/j.1523-1755.2005.00059.x
1,on the potential of the lagrangian speckle model estimator to characterize atherosclerotic plaques in endovascular elastography: in vitro experiments using an excised human carotid artery,2005,10.1016/j.ultrasmedbio.2004.07.009
2,the dual 5-alpha-reductase inhibitor dutasteride induces atrophic changes and decreases relative cancer volume in human prostate,2005,10.1016/j.urology.2004.08.042
3,color-doppler using contrast medium in evaluating the response to neoadjuvant treatment in patients with locally advanced breast carcinoma,2005,
5,immunohistochemical analysis of the interstitial mast cells in rebiopsied patients with idiopathic mesangial proliferative glomerulonephritis,2005,
6,multi-resolution wavelet-transformed image analysis of histological sections of breast carcinomas,2005,10.1155/2005/526083
7,a computer-assisted morphometric quantitative analysis of iron overload in liver biopsies. a comparison with histological and biochemical methods,2005,10.1016/j.prp.2005.07.002
8,"a comparative study of cytoplasmic granules imaged by the real-time microscope, nile red and filipin in fibroblasts from patients with lipid storage diseases",2005,10.1007/s10545-005-0117-7
10,on a relaxation-labelling algorithm for quantitative assessment of tumour vasculature in tissue section images,2005,10.1016/j.compbiomed.2003.12.004
11,visualisation of calcifications and thin collagen strands in human breast tumour specimens by the diffraction-enhanced imaging technique: a comparison with conventional mammography and histology,2005,10.1016/j.ejrad.2004.03.015
12,modeling the surface contamination of dental titanium investment castings,2005,10.1016/j.dental.2004.02.010
13,predictive power of irregular border shapes for malignant melanomas,2005,10.1111/j.1600-0846.2005.00076.x
14,diffusion tensor analysis of peritumoral edema using lambda chart analysis indicative of the heterogeneity of the microstructure within edema,2005,10.3171/jns.2005.102.2.0336
15,the effect of small rotations on r2* measured with echo planar imaging,2005,10.1016/j.neuroimage.2004.11.011
16,high-resolution 8 tesla imaging of the formalin-fixed normal human hippocampus,2005,10.1002/ca.10232
17,the combination of the zenon labeling technique and microscopic image analysis to study cell populations in normal and psoriatic epidermis,2005,10.1111/j.0303-6987.2005.00290.x
18,significant correlation of morphological remodeling in ulcerative colitis with disease duration and between elevated p53 and p21 expression in rectal mucosa and neoplastic development,2005,10.1111/j.1440-1827.2005.01802.x
19,high-resolution simultaneous three-photon fluorescence and third-harmonic-generation microscopy,2005,10.1002/jemt.20160
20,value of the single-phase technique in mdct assessment of pancreatic tumors,2005,10.2214/ajr.184.4.01841111
21,"heterogeneity, histological features and dna ploidy in oral carcinoma by image-based analysis",2005,10.1016/j.oraloncology.2004.10.009
22,"significance analysis of qualitative mammographic features, using linear classifiers, neural networks and support vector machines",2005,10.1016/j.ejrad.2004.12.015
23,in vivo fiber-optic confocal reflectance microscope with an injection-molded plastic miniature objective lens,2005,10.1364/ao.44.001792
24,assessment of vulnerable plaque composition by matching the deformation of a parametric plaque model to measured plaque deformation,2005,10.1109/tmi.2005.844170
25,roc study of the effect of stereoscopic imaging on assessment of breast lesions,2005,10.1118/1.1870172
26,dic image reconstruction on large cell scans,2005,10.1002/jemt.20172
27,quantitatively characterizing the textural features of sonographic images for breast cancer with histopathologic correlation,2005,10.7863/jum.2005.24.5.651
28,functional representation of the finger and face in the human somatosensory cortex: intraoperative intrinsic optical imaging,2005,10.1016/j.neuroimage.2004.12.049
29,a new spm toolbox for combining probabilistic cytoarchitectonic maps and functional imaging data,2005,10.1016/j.neuroimage.2004.12.034
30,visualisation of morphological changes in living intact human microvessels using confocal microscopy,2005,10.1016/j.mvr.2005.03.005
31,lack of pten expression in endometrial intraepithelial neoplasia is correlated with cancer progression,2005,10.1016/j.humpath.2005.02.018
32,"clinical features and immunoexpression of p53, mib-1 and proliferating cell nuclear antigen in adrenal neoplasms",2005,10.1097/01.ju.0000157683.55748.41
33,structural and morphometrical study in glandular parenchyma from alcoholic sialosis,2005,10.1111/j.1600-0714.2005.00281.x
34,sonographic evaluation of early-stage breast cancers that undergo neoadjuvant chemotherapy,2005,10.7863/jum.2005.24.7.885
35,the differential expression of galectin-1 and galectin-3 in normal lymphoid tissue and non-hodgkin's and hodgkin's lymphomas,2005,10.1177/039463200501800304
37,evaluation of steady state free precession imaging of the pancreas,2005,10.1007/s00330-005-2774-1
38,the modular microarchitecture of human liver,2005,10.1002/hep.20764
39,detection of asymmetric blotches (asymmetric structureless areas) in dermoscopy images of malignant melanoma using relative color,2005,10.1111/j.1600-0846.2005.00117.x
40,a computer reconstruction of the entire coronary arterial tree based on detailed morphometric data,2005,10.1007/s10439-005-5758-z
41,characterization of atherosclerotic plaques by laser speckle imaging,2005,10.1161/CIRCULATIONAHA.104.520098
42,metabolic characteristics of cortical malformations causing epilepsy,2005,10.1007/s00415-005-0819-7
43,bone microstructure and elastic tissue properties are reflected in qus axial transmission measurements,2005,10.1016/j.ultrasmedbio.2005.05.002
44,acetate peel technique: a rapid way of preparing sequential surface replicas of dental hard tissues for microscopic examination,2005,10.1016/j.archoralbio.2004.06.009
45,breast lesion detection and classification: comparison of screen-film mammography and full-field digital mammography with soft-copy reading--observer performance study,2005,10.1148/radiol.2371041605
46,scanning time-domain optical mammography: detection and characterization of breast tumors in vivo,2005,10.1177/153303460500400503
47,vessel tortuosity and brain tumor malignancy: a blinded study,2005,10.1016/j.acra.2005.05.027
48,imaging of posterior fossa epidermoid tumors,2005,10.1016/j.clineuro.2004.11.007
49,a confocal microscopic study of solitary pulmonary neuroendocrine cells in human airway epithelium,2005,10.1186/1465-9921-6-115
50,augmented virtuality based on stereoscopic reconstruction in multimodal image-guided neurosurgery: methods and performance evaluation,2005,10.1109/TMI.2005.857029
51,quantitative determination of hyaluronan content in cerebral aneurysms by digital densitometry,2005,10.1055/s-2005-836670
52,morphology of corneal nerves and corneal sensation in dry eye: a preliminary study,2005,10.1038/sj.eye.6701760
53,efficient multi-modal dense field non-rigid registration: alignment of histological and section images,2005,10.1016/j.media.2005.04.003
54,polyrigid and polyaffine transformations: a novel geometrical tool to deal with non-rigid deformations - application to the registration of histological slices,2005,10.1016/j.media.2005.04.001
55,secretion of type iii effectors into host cells in real time,2005,10.1038/nmeth804
56,spatial patterns of the pathological changes in the temporal lobe of patients with neuronal intermediate filament inclusion disease,2005,10.1111/j.1440-1789.2005.00639.x
57,assessment of composition and anisotropic elastic properties of secondary osteon lamellae,2006,10.1016/j.jbiomech.2005.07.009
58,prognostic value of adaptive textural features--the effect of standardizing nuclear first-order gray level statistics and mixing information from nuclei having different area,2006,10.1155/2006/370173
59,morphological experimental study of bone stress at the interface acetabular bone/prosthetic cup in the bipolar hip prosthesis,2006,
60,"a live cell, image-based approach to understanding the enzymology and pharmacology of 2-bromopalmitate and palmitoylation",2006,10.1016/S0076-6879(06)14010-0
61,development and application of automatic high-resolution light microscopy for cell-based screens,2006,10.1016/S0076-6879(06)14013-6
62,protein translocation assays: key tools for accessing new biological information with high-throughput microscopy,2006,10.1016/S0076-6879(06)14027-6
65,ng2 expression regulates vascular morphology and function in human brain tumours,2006,10.1016/j.neuroimage.2005.08.026
66,graphic and movie illustrations of human prenatal development and their application to embryological education based on the human embryo specimens in the kyoto collection,2006,10.1002/dvdy.20647
67,comparison of 2d reconstructions of surgically excised subfoveal choroidal neovascularization with fluorescein angiographic features: sst report no. 15,2006,10.1016/j.ophtha.2005.10.031
68,young's modulus reconstruction of vulnerable atherosclerotic plaque components using deformable curves,2006,10.1016/j.ultrasmedbio.2005.11.016
69,imaging characteristics of hepatocellular carcinoma using the hepatobiliary contrast agent gd-eob-dtpa,2006,10.1080/02841850500406795
70,multilayer image grid reconstruction technology: four-dimensional interactive image reconstruction of microsurgical neuroanatomic dissections,2006,10.1227/01.NEU.0000193514.07866.F0
71,computerized nuclear morphometry for the prediction of inguinal lymph nodes metastases in squamous cell carcinoma of the vulva,2006,10.1111/j.1525-1438.2006.00447.x
72,the creation of a brain atlas for image guided neurosurgery using serial histological data,2006,10.1016/j.neuroimage.2005.09.041
73,preoperative endovascular brain mapping for intraoperative volumetric image guidance: preliminary concept and feasibility in animal models,2006,10.3171/jns.2006.104.4.566
74,application of different methods for nuclear shape analysis with special reference to the differentiation of brain tumors,2006,
75,a simple digital image processing system to aid in melanoma diagnosis in an everyday melanocytic skin lesion unit: a preliminary report,2006,10.1111/j.1365-4632.2006.02726.x
76,atypical progressive supranuclear palsy with corticospinal tract degeneration,2006,10.1097/01.jnen.0000218446.38158.61
77,structural and functional analyses of the human toll-like receptor 3. role of glycosylation,2006,10.1074/jbc.M510442200
78,increased water diffusivity in the frontal and temporal cortices of schizophrenic patients,2006,10.1016/j.neuroimage.2005.11.017
79,voxel-based morphometry reveals excess gray matter concentration in patients with focal cortical dysplasia,2006,10.1111/j.1528-1167.2006.00548.x
80,hepatocellular carcinoma in association with hepatic focal nodular hyperplasia,2006,10.1080/02841850600570474
81,investigation of living pancreas tumor cells by digital holographic microscopy,2006,10.1117/1.2204609
82,automated image processing method for the diagnosis and classification of malaria on thin blood smears,2006,10.1007/s11517-006-0044-2
83,assessment of age at death by microscopy: unbiased quantification of secondary osteons in femoral cross sections,2006,10.1016/j.forsciint.2006.02.023
84,cytogenetic features of ependymoblastomas,2006,10.1007/s00401-006-0074-8
85,"instrument-, age- and site-dependent variations of dermoscopic patterns of congenital melanocytic naevi: a multicentre study",2006,10.1111/j.1365-2133.2006.07182.x
86,gray and white matter brain chemistry in young children with autism,2006,10.1001/archpsyc.63.7.786
87,basoluminal carcinoma: a new biologically and prognostically distinct entity between basal and luminal breast cancer,2006,10.1158/1078-0432.CCR-06-0353
88,quantitative diffusion imaging in breast cancer: a clinical prospective study,2006,10.1002/jmri.20643
89,baseline factors influencing decisions on digital follow-up of melanocytic lesions in daily practice: an italian multicenter survey,2006,10.1016/j.jaad.2005.12.026
90,texture analysis of the epidermis based on fast fourier transformation in sjögren-larsson syndrome,2006,
91,nanostructure of fibrillin-1 reveals compact conformation of egf arrays and mechanism for extensibility,2006,10.1073/pnas.0601609103
92,heterogeneity of fluorescence in psoriasis after application of 5-aminolaevulinic acid: an immunohistochemical study,2006,10.1111/j.1365-2133.2006.07341.x
93,magnocellular and parvocellular visual pathways have different blood oxygen level-dependent signal time courses in human primary visual cortex,2006,
94,biovision: an application for the automated image analysis of histological sections,2006,10.1016/j.neurobiolaging.2005.08.023
95,transcutaneous contrast enhanced sonography of the chest for evaluation of pleural based pulmonary lesions: experience in 137 patients,2006,10.1055/s-2006-927021
96,critical comparison of 31 commercially available digital slide systems in pathology,2006,10.1177/1066896906292274
97,postoperative imrt in head and neck cancer,2006,10.1186/1748-717X-1-40
98,design and characterization of a digital image acquisition system for whole-specimen breast histopathology,2006,10.1088/0031-9155/51/20/002
99,simulating chemotherapeutic schemes in the individualized treatment context: the paradigm of glioblastoma multiforme treated by temozolomide in vivo,2006,10.1016/j.compbiomed.2005.06.002
100,hair morphology and anthropological applications,2006,10.1002/ajhb.20568
101,evaluation of dermal thermal damage by multiphoton autofluorescence and second-harmonic-generation microscopy,2006,10.1117/1.2405347
102,microplate cell-retaining methodology for high-content analysis of individual non-adherent unanchored cells in a population,2006,10.1007/s10544-006-9143-y
103,detrusor quantitative morphometry in obstructed males and controls,2006,10.1016/j.juro.2006.07.131
104,multiphoton fluorescence and second harmonic generation imaging of the structural alterations in keratoconus ex vivo,2006,10.1167/iovs.06-0386
105,optical devices used for image analysis of pigmented skin lesions: a proposal for quality assurance protocol using tissue-like phantoms,2006,10.1088/0031-9155/51/23/N05
106,intravascular two-dimensional tissue strain imaging,2006,10.1016/j.ultras.2006.06.049
107,modeling the investment casting of a titanium crown,2007,10.1016/j.dental.2005.12.001
108,examination of peripheral blood films using automated microscopy; evaluation of diffmaster octavia and cellavision dm96,2007,10.1136/jcp.2005.035402
109,how accurately can the parameters from a model of anisotropic 3he gas diffusion in lung acinar airways be estimated? bayesian view,2007,10.1016/j.jmr.2006.09.019
110,characterization of benign and malignant solid breast masses: comparison of conventional us and tissue harmonic imaging,2007,10.1148/radiol.2421050859
111,apparent diffusion coefficient mapping of salivary gland tumors: prediction of the benignancy and malignancy,2007,
112,geometric approach to segmentation and protein localization in cell culture assays,2007,10.1111/j.1365-2818.2007.01712.x
113,towards rapid cervical cancer diagnosis: automated detection and classification of pathologic cells in phase-contrast images,2007,10.1111/j.1525-1438.2007.00828.x
114,clinicopathological considerations on angiogenic potential in neuroblastoma schwannian stroma - poor tumours,2007,
115,validation study of a semi-automated program for quantification of atherosclerotic burden,2007,10.1080/10976640601015292
116,detection of proximal caries in vitro using standard and task-specific enhanced images from a storage phosphor plate system,2007,10.1159/000099324
117,titanium dental implant surface micromorphology optimization,2007,10.1563/1548-1336(2007)33[177:TDISMO]2.0.CO;2
118,increased angiogenesis is associated with poor prognosis of squamous cell carcinoma of the vulva,2007,10.1080/00016340701674303
119,cartilage histomorphometry,2007,10.1007/978-1-59745-401-8_9
121,using reconstructed ivus images for coronary plaque classification,2007,10.1109/IEMBS.2007.4352752
122,fuzzy algorithms to extract vacuoles of steatosis on liver histological color images,2007,10.1109/IEMBS.2007.4353610
127,an improved computer-aided diagnosis scheme using the nearest neighbor criterion for determining histological classification of clustered microcalcifications,2007,
128,computed protonation properties: unique capabilities for protein functional site prediction,2007,
129,counting colonies of clonogenic assays by using densitometric software,2007,10.1186/1748-717X-2-4
130,an automatic system for the analysis of intercellular communication and early carcinogenesis,2007,
131,comparison of extracellular matrix in skin and saphenous veins from patients with varicose veins: does the skin reflect venous matrix changes?,2007,10.1042/CS20060170
132,fast nosologic imaging of the brain,2007,10.1016/j.jmr.2006.10.017
133,tle1 as a diagnostic immunohistochemical marker for synovial sarcoma emerging from gene expression profiling studies,2007,10.1097/01.pas.0000213330.71745.39
134,neck lymph nodes: prediction by computer-assisted contrast medium analysis?,2007,10.1016/j.ultrasmedbio.2006.08.005
135,tumor effects on cerebral white matter as characterized by diffusion tensor tractography,2007,10.1017/s0317167100005801
137,virtual definition of neuronal tissue by cluster analysis of multi-parametric imaging (virtual-dot-com imaging),2007,10.1016/j.neuroimage.2006.08.055
138,real-time elastography for noninvasive assessment of liver fibrosis in chronic viral hepatitis,2007,10.2214/AJR.06.0322
139,multiphoton fluorescence and second harmonic generation microscopy for imaging infectious keratitis,2007,10.1117/1.2717133
140,application of second harmonic imaging microscopy to assess structural changes in optic nerve head structure ex vivo,2007,10.1117/1.2717540
141,bone microarchitecture in males with corticosteroid-induced osteoporosis,2007,10.1007/s00198-006-0278-8
142,extended depth of field imaging for high speed cell analysis,2007,10.1002/cyto.a.20370
143,cervical lymph node metastases: diagnosis at sonoelastography--initial experience,2007,10.1148/radiol.2431052032
144,differentiation of fibroblastic meningiomas from other benign subtypes using diffusion tensor imaging,2007,10.1002/jmri.20887
145,quantitative phase imaging of live cells using fast fourier phase microscopy,2007,10.1364/ao.46.001836
146,anatomical evidence for enteric neuroimmune interactions in peyer's patches,2007,10.1016/j.jneuroim.2007.01.014
147,comparison between echo-color doppler sonography features and angioarchitecture of thyroid nodules,2007,10.1177/1066896906299118
148,quantitative image analysis of connective tissue progenitors,2007,
149,semi-automated imaging system to quantitate her-2/neu membrane receptor immunoreactivity in human breast cancer,2007,10.1002/cyto.a.20374
150,photoreceptor counting and montaging of en-face retinal images from an adaptive optics fundus camera,2007,10.1364/josaa.24.001364
151,mammographic features of local recurrence after conservative surgery and radiation therapy: comparison with that of the primary tumor,2007,10.1080/02841850701199900
152,carotid plaque classification: defining the certainty with which plaque components can be differentiated,2007,10.1002/mrm.21214
153,diffusion tensor microscopy indicates the cytoarchitectural basis for diffusion anisotropy in the human hippocampus,2007,
154,management of spontaneous haemorrhagic intracranial vertebrobasilar dissection: review of 21 consecutive cases,2007,10.1007/s00701-007-1161-x
155,correlation of dermoscopy with in vivo reflectance confocal microscopy of streaks in melanocytic lesions,2007,10.1001/archderm.143.6.727
156,nuclear morphometric analysis in gastrointestinal stromal tumors: a preliminary study,2007,
157,microvascular proliferation in congenital vascular malformations of skin and soft tissue,2007,10.1136/jcp.2006.038885
158,imaging features of central nervous system haemangiopericytomas,2007,10.1007/s00330-006-0471-3
159,transmenopausal changes in the trabecular bone structure,2007,10.1016/j.bone.2007.03.019
160,human shaped thumb bone tissue engineered by hydrogel-beta-tricalciumphosphate/poly-epsilon-caprolactone scaffolds and magnetically sorted stem cells,2007,10.1097/01.sap.0000264887.30392.72
161,major-nerve schwannomas versus intramuscular schwannomas,2007,10.1080/02841850701326925
162,characterization of vulnerable plaques by multiphoton microscopy,2007,10.1117/1.2772652
163,the somatotopic organization of cytoarchitectonic areas on the human parietal operculum,2007,10.1093/cercor/bhl090
164,"effects of caspase inhibitors (z-vad-fmk, z-vdvad-fmk) on nile red fluorescence pattern in 7-ketocholesterol-treated cells: investigation by flow cytometry and spectral imaging microscopy",2007,10.1002/cyto.a.20410
165,meniscofemoral ligaments: patterns of tears and pseudotears of the menisci using cadaveric and clinical material,2007,10.1007/s00256-007-0298-2
166,morphometry of corneal endothelium in patients with corneal guttata,2007,10.1016/j.ophtha.2006.11.022
167,prevalence and diagnostic significance of fluid-fluid levels in soft-tissue neoplasms,2007,10.1016/j.crad.2006.12.014
168,identifying prostate carcinoma by maldi-imaging,2007,
169,increased liver mast cell recruitment in patients with chronic c virus-related hepatitis and histologically documented steatosis,2007,10.1111/j.1365-2893.2007.00859.x
170,the criteria for bone marrow recovery post-myelosuppressive therapy for acute myelogenous leukemia: a quantitative study,2007,10.5858/2007-131-1281-TCFBMR
171,"assessment of anisotropic tissue elasticity of cortical bone from high-resolution, angular acoustic measurements",2007,10.1109/tuffc.2007.426
172,morphometric analysis using automated image analysis of cd34-positive vessels in salivary gland acinic cell carcinoma,2007,10.1080/00016480601053099
173,evaluation of texture features in spatial and frequency domain for automatic discrimination of histologic tissue,2007,
174,microscopic features of enamel and dentinal caries under confocal laser scanning microscopy (clsm) and image analyzer: preliminary experimental study,2007,
175,imaging correlates of axonal swelling in chronic multiple sclerosis brains,2007,10.1002/ana.21113
176,specific adsorption of osteopontin and synthetic polypeptides to calcium oxalate monohydrate crystals,2007,10.1529/biophysj.106.101881
177,evaluation of the invasion front pattern of squamous cell cervical carcinoma by measuring classical and discrete compactness,2007,10.1016/j.compmedimag.2007.03.004
178,real-time imaging and characterization of human breast tissue by reflectance confocal microscopy,2007,10.1117/1.2799187
179,ductal carcinoma in situ of the breast (dcis) with heterogeneity of nuclear grade: prognostic effects of quantitative nuclear assessment,2007,10.1186/1471-2407-7-174
180,post mortem introduction of corrosion cast method after coronary stent implantation,2007,10.1016/j.forsciint.2007.02.017
181,standardized t2* map of normal human heart in vivo to correct t2* segmental artefacts,2007,10.1002/nbm.1121
182,the silence of the stones: asymptomatic ureteral calculi,2007,10.1016/j.juro.2007.05.128
183,"prognosis of early cervical cancer (figo stages ia2, ib, and iia) in northern norway predicted by malignancy grading score and objective morphometric image analysis",2007,10.1097/pgp.0b013e3180341111
184,quantification of the morphologic features of fibroepithelial tumors of the breast,2007,10.5858/2007-131-1568-QOTMFO
185,endogenous optical biomarkers of ovarian cancer evaluated with multiphoton microscopy,2007,10.1158/1055-9965.EPI-07-0009
186,nonenhancing tumors of the spinal cord,2007,10.3171/SPI-07/09/10/403
188,quantification of interstitial fibrosis by image analysis on routine renal biopsy 1 year after transplantation in patients managed by c2 monitoring of cyclosporine microemulsion,2007,10.1016/j.transproceed.2007.08.087
189,"liver stiffness measurement in children using fibroscan: feasibility study and comparison with fibrotest, aspartate transaminase to platelets ratio index, and liver biopsy",2007,10.1097/MPG.0b013e31812e56ff
190,conformational reorganization of the sars coronavirus spike following receptor binding: implications for membrane fusion,2007,10.1371/journal.pone.0001082
191,fractal dimension as a quantitator of the microvasculature of normal and adenomatous pituitary tissue,2007,10.1111/j.1469-7580.2007.00804.x
192,anatomic relationship of heel spur to surrounding soft tissues: greater variability than previously reported,2007,10.1002/ca.20548
193,diagnosis of the intraductal component of invasive breast cancer: assessment with mammography and sonography,2007,10.7863/jum.2007.26.11.1587
194,automatic delineation of malignancy in histopathological head and neck slides,2007,10.1186/1471-2105-8-S7-S17
195,anisotropic imaging performance in breast tomosynthesis,2007,10.1118/1.2779943
196,common tasks in microscopic and ultrastructural image analysis using imagej,2007,10.1080/01913120701719189
197,multiphoton autofluorescence and second-harmonic generation imaging of the tooth,2007,10.1117/1.2812710
198,"an integrated pharmacokinetic and imaging evaluation of vehicle effects on solute human epidermal flux and, retention characteristics",2008,10.1007/s11095-007-9416-z
199,automatic identification of diagnostic significant regions in confocal laser scanning microscopy of melanocytic skin tumors,2008,10.3414/me0463
200,nuclear morphometry as a tool of limited capacity for distinguishing renal oncocytoma from chromophobe carcinoma,2008,
203,a study of shape distributions for estimating histologic grade,2008,10.1109/IEMBS.2008.4649378
204,breast cancer diagnosis using level-set statistics and support vector machines,2008,10.1109/IEMBS.2008.4649845
205,segmentation and analysis of the glomerular basement membrane using the split and merge method,2008,10.1109/IEMBS.2008.4649850
207,the image feature analysis for microscopic thyroid tissue classification,2008,10.1109/IEMBS.2008.4650101
208,endogenous optical biomarkers of normal and human papillomavirus immortalized epithelial cells,2008,10.1002/ijc.23120
209,imaging of amyloid plaques and cerebral glucose metabolism in semantic dementia and alzheimer's disease,2008,10.1016/j.neuroimage.2007.09.020
210,transplanted astrocytes internalize deposited beta-amyloid peptides in a transgenic mouse model of alzheimer's disease,2008,10.1002/glia.20599
211,heterogeneous expression of snap-25 in rat and human brain,2008,10.1002/cne.21505
212,morphometry of the human cerebral cortex microcirculation: general characteristics and space-related profiles,2008,10.1016/j.neuroimage.2007.09.024
213,"using nuclear morphometry to predict the need for treatment among men with low grade, low stage prostate cancer enrolled in a program of expectant management with curative intent",2008,10.1002/pros.20679
214,surface roughness analysis of fiber post conditioning processes,2008,10.1177/154405910808700204
215,digital holographic microscopy for live cell applications and technical inspection,2008,10.1364/ao.47.000a52
216,survivin as a useful adjunct marker for the grading of papillary urothelial carcinoma,2008,10.5858/2008-132-224-SAAUAM
217,natural history and management of brainstem gliomas in adults. a retrospective italian study,2008,10.1007/s00415-008-0589-0
218,a modern reproducible method for the histologic grading of astrocytomas with statistical classification tools,2008,
219,"expression and prognostic role of mmp2, mmp9, mmp13, and mmp14 matrix metalloproteinases in sinonasal and oral malignant melanomas",2008,10.1016/j.humpath.2007.07.003
220,clinical and histomorphometric characteristics of three different families with hereditary gingival fibromatosis,2008,10.1016/j.tripleo.2007.06.006
221,cryo-em structure of the dna-dependent protein kinase catalytic subunit at subnanometer resolution reveals alpha helices and insight into dna binding,2008,10.1016/j.str.2007.12.014
222,bone generation in the reconstruction of a critical size calvarial defect in an experimental model,2008,10.1097/SCS.0b013e318163e415
223,single particle image reconstruction of the human recombinant kv2.1 channel,2008,10.1529/biophysj.107.118562
224,relationship between coronary remodeling and plaque characterization in patients without clinical evidence of coronary artery disease,2008,10.1016/j.atherosclerosis.2007.07.028
225,pioglitazone attenuates neointimal thickening via suppression of the early inflammatory response in a porcine coronary after stenting,2008,10.1016/j.atherosclerosis.2007.08.030
226,diffusion abnormalities of the uncinate fasciculus in alzheimer's disease: diffusion tensor tract-specific analysis using a new method to measure the core of the tract,2008,10.1007/s00234-007-0353-7
227,cortical gray and white matter volume in unmedicated schizotypal and schizophrenia patients,2008,10.1016/j.schres.2007.12.472
228,histologic and histomorphometric analysis of posterior region of the human temporomandibular disc,2008,10.1016/j.tripleo.2007.10.004
229,cytomorphometric and immunohistochemical comparison between central and peripheral giant cell lesions of the jaws,2008,10.1016/j.tripleo.2007.08.032
230,image processing techniques for identifying mycobacterium tuberculosis in ziehl-neelsen stains,2008,
231,discrimination of actinic keratoses from normal skin with reflectance mode confocal microscopy,2008,10.1111/j.1524-4725.2008.34195.x
232,prognostic value of computer-assisted morphological and morphometrical analysis for detecting the recurrence tendency of basal cell carcinoma,2008,
233,"corneal nerves alterations in various types of systemic polyneuropathy, identified by in vivo confocal microscopy",2008,10.1055/s-2008-1027259
234,mass production and dynamic imaging of fluorescent nanodiamonds,2008,10.1038/nnano.2008.99
236,"right ventricular false tendons, a cadaveric approach",2008,10.1007/s00276-008-0326-5
237,computer-assisted validation of the synovitis score,2008,10.1007/s00428-008-0587-8
239,comparison of lipid-rich necrotic core size in symptomatic and asymptomatic carotid atherosclerotic plaque: initial results,2008,10.1002/jmri.21359
240,clinicopathologic significance of nuclear grooves and inclusions in renal cell carcinoma: image database construction and quantitative scoring,2008,10.5858/2008-132-940-CSONGA
241,cell tracking and detection of molecular expression in live cells using lipid-enclosed cdse quantum dots as contrast agents for epi-third harmonic generation microscopy,2008,10.1364/oe.16.009534
242,contrast-enhanced transvaginal sonography of benign versus malignant ovarian masses: preliminary findings,2008,10.7863/jum.2008.27.7.1011
243,enhancement characteristics of ultrasmall superparamagnetic iron oxide particle within the prostate gland in patients with primary prostate cancer,2008,10.1097/RCT.0b013e318136e194
244,is the computer-aided detection scheme for lung nodule also useful in detecting lung cancer?,2008,10.1097/RCT.0b013e318146261c
245,radial dispersion of red blood cells in blood flowing through glass capillaries: the role of hematocrit and geometry,2008,10.1016/j.jbiomech.2008.04.033
246,a morphometric model to minimize subjectivity in the histological assessment of hepatocellular carcinoma and its precursors in cirrhosis,2008,10.1002/jemt.20595
247,"characterization of root surface periodontal ligament following avulsion, severe intrusion or extraction: preliminary observations",2008,10.1111/j.1600-9657.2008.00626.x
248,diagnostic image analysis of malignant melanoma in in vivo confocal laser-scanning microscopy: a preliminary study,2008,10.1111/j.1600-0846.2008.00303.x
249,morphometric analysis of the parotid gland affected by alcoholic sialosis,2008,10.1111/j.1600-0714.2008.00648.x
