title,abstract,keywords,type,year,journal,doi
An Investigation into the Feasibility of Detecting Microscopic Disease Using Machine Learning,"The prognosis for many cancers could be improved dramatically if they could be detected while still at the microscopic disease stage. We are investigating the possibility of detecting microscopic disease using machine learning approaches based on features derived from gene expression levels and metabolic profiles. We use immunochemistry and QRT-PCR to measure the gene expression profiles from a number of antigens such as cyclin E, P27KIP1, FHIT, Ki-67, PCNA, Bax, Bcl-2, P53, Fas, FasL and hTERT in several particular types of neuroendocrine tumors such as pheochromocytomas, paragangliomas; and the adrenocortical carcinomas (ACC), adenomas (ACA), and hyperplasia (ACH) in Cushing's syndrome. We provide statistical evidence that, higher expression levels of hTERT, PCNA and Ki-67 etc. are associated with a higher risk that the tumors are malignant or borderline, as opposed to benign. We also investigated whether higher expression levels of the P27KIP and FHIT etc. are associated with a decreased risk of adrenomedullary tumors. While no significant difference was found between cell-arrest antigens such as P27KIP1 for malignant, borderline, and benign tumors, there was a significant difference between expression levels of such antigens in normal adrenal medulla samples and in adrenomedullary tumors.",Microscopy;Diseases;Machine learning;Cancer;Bioinformatics;Neoplasms;Biomedical engineering;USA Councils;Humans;Books,INPROCEEDINGS,2007,2007 IEEE 7th International Symposium on BioInformatics and BioEngineering,10.1109/BIBE.2007.4375535
Trabecular Metal Patella Implanted into Soft-Tissue in a Post-Patellectomized Knee A Case Report,"Clinical performance and microscopic analysis of a porous tantalum patella, retrieved from a 34-year-old male patient eight months after implantation is reported. The patellar component was sectioned and microscopically analyzed to determine the extent and characteristics of the soft tissue ingrowth. The metallic tantalum represented 20 vol.% of the analyzed patellar component. Large and small spherical pores were identified. Only the large pores had tissue ingrowth, where 92% of the pores were filled with tissue. The interconnected characteristic of the large pores apparently aided the tissue ingrowth. Sixty-four percent of the entire volume had tissue ingrowth. Total ingrowth was to the extent of 80%. From the perspective of tissue ingrowth, the study supports the porous tantalum for clinical applications and warrants continued investigation. This is the first report of which the authors are aware that evaluates the extent of soft tissue ingrowth in a human retrieved trabecular metal patella.",Knee;Biological tissues;Microscopy;Humans;Bones;Orthopedic surgery;Implants;Performance analysis;Biological materials;Pain;tantalum;patella;arthroplasty;knee;microscopy;retrieveal analysis,INPROCEEDINGS,2007,2007 IEEE 7th International Symposium on BioInformatics and BioEngineering,10.1109/BIBE.2007.4375616
A Computer Aided Tool for the Assessment of Human Sperm Morphology,"Sperm morphology has a key role in the determination of fertility in men. Nowadays assessments of sperm morphology are mostly done with subjective criteria. This article discusses details of the stages implemented in a computer aided tool for the objective analysis of human sperm morphology, commonly known as Automated Sperm Morphology Analyzer (ASMA). The first stage described is the detection and extraction of individual spermatozoon of an image containing multiple spermatozoa and biological rests as well. A novel method for segmenting objects in microscopic images into its constituent's parts is proposed. The method called nth-fusion introduced in this paper is the framework of the segmentation algorithm implemented in this computer aided tool, this algorithm has been tested with a 250 spermatozoon images database and the results are quite accurate. The final stage, feature extraction and classification, estimates the morphological parameters of human spermatozoon and classifies them according to the World Healthcare Organization criteria.",Humans;Morphology;Biology computing;Image segmentation;Microscopy;Testing;Image databases;Feature extraction;Parameter estimation;Medical services;ASMA;Microscopic image;Morphology;Morphometry;Segmentation;Spermatozoon;Spermiogram,INPROCEEDINGS,2007,2007 IEEE 7th International Symposium on BioInformatics and BioEngineering,10.1109/BIBE.2007.4375706
A Study on Real Time Estimation Viability of Cells Based on DIC,"Based on the morphological differences between normal, apoptosis and necrosis cell, a method on real time estimation viability of cells based on DIC(differential interference contrast) microscopy is presented in the paper. The Jurkat cell samples were used for investigation the relationship between morphological parameters and cell viabilities in the paper. According to the scatter charts of Jurkat cell roundness, radius ratio and area, the cell areas were mainly distributed from 40 μm2 to 80 μm2. And the areas of apoptosis and necrosis cell were distributed in other range, i.e. larger areas or fewer areas. Not any chemical medicaments need to add in the samples by the method presented in the paper in order to get the viability of cells. The survival rate of Jurkat cells and the percentages of death cells in different death modes after ALA-PDT was estimated by the method presented in the paper. The experiment results showed that not only the results of survival rate of Jurkat cells estimated by the method presented in the paper were consistent with the results estimated by accepted MTT method, but also the percentages of death cells in different death modes can be got on real time by the method presented in the paper.",Biomedical engineering;Optical scattering;Pathogens;Laboratories;Physics education;Educational technology;Biomedical optical imaging;Interference;Optical microscopy;Chemicals;DIC;morphological parameters;cell viability,INPROCEEDINGS,2007,2007 IEEE/ICME International Conference on Complex Medical Engineering,10.1109/ICCME.2007.4381908
Segmentation and Detection of Nuclei in Silver Stained Cell Specimens for Early Cancer Diagnosis,"For successful cure, cancer has to be detected as early as possible. Since cancer starts from a single cell, this can best be done using cytopathological methods. One important diagnostically relevant measure is the proliferation rate of the cells, which can be estimated from segmented silver stained nuclei. However, the microscopy images of silver stained specimens vary strongly in intensity and contrast and are furthermore compromised by an overall texture. We show that a precise segmentation of the nuclei is possible using a two-step approach. First, an oversegmentation with the mean shift algorithm is obtained. In a second step, these regions are merged to objects, guided by a suitable shape model, viz an ellipse, but simultaneously allowing deviations from this shape model. The segmentation results are compared to a gold standard of 8617 nuclei from 23 specimens of the thyroid gland, achieving a mean areal segmentation error of DeltaA macrnucleus = 12mum2 per nucleus.",Cancer detection;Silver;Image segmentation;Microscopy;Shape;Clustering algorithms;Biomedical measurements;Nuclear measurements;Glands;Area measurement;silver stain;microscopy images;nuclear segmentation;mean shift algorithm;region grouping,INPROCEEDINGS,2007,2007 IEEE International Conference on Image Processing,10.1109/ICIP.2007.4379518
A Variational Approach to Exploit Prior Information in Object-Background Segregation: Application to Retinal Images,"One of the main challenges in image segmentation is to adapt prior knowledge about the objects/regions that are likely to be present in an image, in order to obtain more precise detection and recognition. Typical applications of such knowledge-based segmentation include partitioning satellite images and microscopy images, where the context is generally well defined. In particular, we present an approach that exploits the knowledge about foreground and background information given in a reference image, in segmenting images containing similar objects or regions. This problem is presented within a variational framework, where cost functions based on pair-wise pixel similarities are minimized. This is perhaps one of the first attempts in using non-shape based prior information within a segmentation framework. We validate the proposed method to segment the outer nuclear layer (ONL) in retinal images. This approach successfully segments the ONL within an image and enables further quantitative analysis.",Retina;Image segmentation;Cost function;Level set;Application software;Object detection;Microscopy;Image analysis;Shape;Pixel;Region-based image segmentation;variational methods;level sets;bioimage analysis,INPROCEEDINGS,2007,2007 IEEE International Conference on Image Processing,10.1109/ICIP.2007.4379521
Twister Segment Morphological Filtering. A New Method for Live Zebrafish Embryos Confocal Images Processing,"We propose an extension of the classical morphological filtering based on openings by line segment structuring elements. It consists in filtering a 3D+time image with the opening by all the possible rotations of a segment in the 4D space, given an initial segment and a rotation angle. The method has been applied to remove noise from confocal laser scanning microscopy images of live zebrafish embryos engineered to fluorescently label all their cell membranes.",Image segmentation;Embryo;Image processing;Image reconstruction;Computational efficiency;Microscopy;Biomedical imaging;Information filtering;Information filters;Biomembranes;Biomedical image processing;image restoration;morphological operations;microscopy,INPROCEEDINGS,2007,2007 IEEE International Conference on Image Processing,10.1109/ICIP.2007.4379813
Carbon Nanotubes Coated Acoustic and Optical VOCs Sensors: Towards the Tailoring of the Sensing Performances,"This work is focused on the room temperature sensitivities and response times analysis against aromatic volatile organic compounds of both silica optical fiber and quartz crystal microbalance sensors, coated by single-walled carbon nanotubes (SWCNTs) Langmuir-Blodgett multilayers as highly sensitive nanomaterials. The fabricated samples have been characterized by means of X-ray diffraction, high-resolution transmission electron microscopy and scanning electron microscopy, silica optical fiber, and quartz crystal microbalance transducers have been simultaneously exposed at room temperature to toluene and xylene individual vapors in the ppm range. For each transducer type, a time division multiplexing approach has been exploited, enabling the simultaneous interrogation of up to 8 optical and 6 acoustic probes, respectively. The results obtained indicate that both optical and acoustic sensors provide very high reproducibility and sensitivity either towards toluene or xylene, with a resolution of few hundreds of ppb. Furthermore, sensitivities and response times turned out to be dependent on the particular analytes used for the vapors testing. Both transducer types demonstrate a similar response time, while with regard the recovery time, the optical detection seems to be significantly faster than the electrical counterpart. The effect of the SWCNTs monolayers number on sensors sensitivity and response time has also been investigated, demonstrating the possibility to enhance the performances of the proposed transducers by tailoring the geometric properties of the sensitive nanomaterial.",Optical sensors;Carbon nanotubes;Gas detectors;Acoustic sensors;Delay;Optical microscopy;Temperature sensors;Acoustic transducers;Silicon compounds;Optical fibers;Carbon nanotubes;LB deposition;optical fiber VOC sensor;QCM acoustic VOC sensor;Carbon nanotubes;LB deposition;optical fiber VOC sensor;QCM acoustic VOC sensor,ARTICLE,2007,IEEE Transactions on Nanotechnology,10.1109/TNANO.2007.907843
Numerical simulation of continuum generation in a multimode nonlinear waveguide,"Continuum generation in large multimode nonlinear waveguides offers the exciting prospect of a new generation of compact, integrated, and high-power broadband light sources. Recently a novel technique based on scanning near-field optical microscopy (SNOM) has been adopted for the observation of continuum generation in such systems with subwavelength resolution.This revealed several interesting aspects of continuum generation, e.g., that the spectral broadening induced by optical nonlinearity depends not only on the distance of propagation but also on the location across the waveguide. Moreover the spectral broadening along the waveguide is slower than in the case of a single-mode waveguide and the spectral width may even decrease over short distances. We have now developed a multimode numerical simulation for nonlinear pulse propagation in order to explain such features.",Numerical simulation;Optical waveguides;Nonlinear optics;Optical films;Optical pumping;Milling machines;Optical refraction;Optical variables control;Optical microscopy;Optical propagation,INPROCEEDINGS,2007,2007 European Conference on Lasers and Electro-Optics and the International Quantum Electronics Conference,10.1109/CLEOE-IQEC.2007.4386146
Microaxicon on optical fiber as polarization filtering near field probe,Polarization information delivering characteristics of a microaxicon on single mode optical fiber are investigated for unambiguous understanding of vectorial optical field in scanning near field optical microscopy. The polarization dependent optical imaging of subwavelength-sized feature is also examined by using microaxicon on optical fiber as polarization filtering near field probe.,Optical fibers;Optical fiber polarization;Optical fiber filters;Filtering;Probes;Optical microscopy;Optical filters;Optical imaging;Scanning electron microscopy;Focusing,INPROCEEDINGS,2007,2007 Conference on Lasers and Electro-Optics - Pacific Rim,10.1109/CLEOPR.2007.4391276
Enhanced spectral resolution of multiplex CARS microscopy by utilizing a pair of gratings,We have developed multiplex CARS microscopy for higher spectral resolution. Introduction of a pair of gratings to get a narrow-band pump pulses attains much higher spectral resolution in CARS spectral features of polystyrene beads.,Gratings;Laser excitation;Optical microscopy;Frequency;Laser beams;Narrowband;Fluorescence;Signal resolution;Nonlinear optics;Optical harmonic generation,INPROCEEDINGS,2007,2007 Conference on Lasers and Electro-Optics - Pacific Rim,10.1109/CLEOPR.2007.4391354
3-D axon structure extraction and analysis in confocal fluorescence microscopy images,"In this paper, we propose a highly automated 3D centerline extraction tool to assist 3D microscopy image analysis to extract morphological features of the neuronal structures. For this project, the most difficult part is that, some axons are overlapping to each other that the boundaries distinguishing them are hardly visible. Our approach combines 3D Dynamic Programming (DP) technique and marker controlled watershed algorithm to solve this problem. The approach consists of tracking and updating along the navigation directions of multiple axons simultaneously. The experimental results show that, the proposed method can rapidly and accurately extract multiple axon centerlines and can handle complicated axon structures such as cross-over sections and overlapping objects.",Nerve fibers;Image analysis;Fluorescence;Microscopy;Neurons;Image segmentation;Engine cylinders;Software tools;Image reconstruction;Data mining,INPROCEEDINGS,2007,2007 IEEE/NIH Life Science Systems and Applications Workshop,10.1109/LSSA.2007.4400929
Spatial-Spectral Density Peaks-Based Discriminant Analysis for Membranous Nephropathy Classification Using Microscopic Hyperspectral Images,"The traditional differential diagnosis of membranous nephropathy (MN) mainly relies on clinical symptoms, serological examination and optical renal biopsy. However, there is a probability of false positives in the optical inspection results, and it is unable to detect the change of biochemical components, which poses an obstacle to pathogenic mechanism analysis. Microscopic hyperspectral imaging can reveal detailed component information of immune complexes, but the high dimensionality of microscopic hyperspectral image brings difficulties and challenges to image processing and disease diagnosis. In this paper, a novel classification framework, including spatial-spectral density peaks-based discriminant analysis (SSDP), is proposed for intelligent diagnosis of MN using a microscopic hyperspectral pathological dataset. SSDP constructs a set of graphs describing intrinsic structure of MHSI in both spatial and spectral domains by employing density peak clustering. In the process of graph embedding, low-dimensional features with important diagnostic information in the immune complex are obtained by compacting the spatial-spectral local intra-class pixels while separating the spectral inter-class pixels. For the MN recognition task, a support vector machine (SVM) is used to classify pixels in the low-dimensional space. Experimental validation data employ two types of MN that are difficult to distinguish with optical microscope, including primary MN and hepatitis B virus-associated MN. Experimental results show that the proposed SSDP achieves a sensitivity of 99.36%, which has potential clinical value for automatic diagnosis of MN.",Microscopy;Hyperspectral imaging;Immune system;Germanium;Diseases;Optical microscopy;Classification;dimensionality reduction;membranous nephropathy diagnosis;microscopic hyperspectral imaging,ARTICLE,2021,IEEE Journal of Biomedical and Health Informatics,10.1109/JBHI.2021.3050483
Multifractal Texture Analysis of Salivary Fern Pattern for Oral Pre-Cancers and Cancer Assessment,"Saliva has emerged as an efficient screening sample for early stage detection of oral cancer (OC) owing to non-invasiveness coupled with high sensitivity and specificity. Although spectroscopic characterization of saliva in oral potentially malignant disorders OPMDs) and OC is extensively studied, its potential as imaging biomarker is sparsely explored. Further, the literature on crystalline pattern of saliva for other diseases or different physiological conditions is mostly qualitative. This paper proposed multifractal based methodology to quantitatively study alteration of the salivary fern pattern in different OPMDs and OC in relation to normal counterpart. The fern pattern of dried saliva is captured by stereo-zoom microscope in reflective mode and an image dataset is developed. We resort to two dimensional multi-fractal detrended fluctuation analysis (2d MFDFA) to elucidate the complexity and heterogeneity of these micro-structured patterns. Existence of multifractal nature embedded in salivary fern has been validated for the first time. Long range spatial correlation is found to be the origin of multifractality. Variation in multi-scale self-similarity of irregular pattern in different study groups is demonstrated by four features extracted from MFDFA. Statistical analysis shows discriminating nature of these features for combinations of pairwise interclass classification. This study sheds light on acceptability of microscopic images of arborized saliva in fast and cost effective screening of different oral lesions.",Fractals;Fluctuations;Cancer;Two dimensional displays;Microscopy;Feature extraction;Lesions;Oral cancer;oral potentially malignant disorders;multifractal;saliva;fern pattern;stereo zoom microscope,ARTICLE,2021,IEEE Sensors Journal,10.1109/JSEN.2021.3053262
Accuracy Improvement in Binary and Multi-Class Classification of Breast Histopathology Images,"Breast cancer is widely common in women. In order to recognize this type of cancer, experienced pathologists must evaluate cell shapes in breast histopathology images in different magnification levels. However, there are few pathologists per population in many countries, and there is always a possibility of human error. This study represents a deep transfer learning-based model that can improve some of the current state-of-the-art results in both binary and multi-class classification. The presented model has been examined in magnification-dependent and magnification-independent modes. As for multi-class classification, the proposed system grants 94-97% accuracy. In binary classification, the proposed system provides up to 99% accuracy. The results show higher accuracies than past studies in the classification of breast histological images in some cases with the same algorithm and setting for all the measurements.",Image recognition;Histopathology;Shape;Conferences;Sociology;Classification algorithms;Statistics;image classification;Transfer learning;Breast Histopathology image;ResNet50;BreakHis Dataset,INPROCEEDINGS,2021,2020 IEEE Eighth International Conference on Communications and Electronics (ICCE),10.1109/ICCE48956.2021.9352142
Molecular Multicolor Multiphoton in Vivo Bioimaging Based on a Direct Diode Pumped Ti:sapphire Oscillator,"Multiphoton microscopy (MPM) including two-photon excited fluorescence (TPEF), second harmonic generation (SHG), coherent anti-Stokes Raman scattering (CARS) is an important tool in biology and medicine to explore the dynamics of cells and to investigate tissue structure in living systems and biopsies. However, MPM still suffers from limited applicability due to the integration of highly sophisticated lasers. In this paper, we introduce our triple-modal multicolor MPM platform employing a single direct diode-pumped femtosecond Kerr-lens-mode-locked Ti:sapphire oscillator and acquire simultaneously intrinsic co-registered multicolor TPEF, TPEF, SHG and CARS signals in the backward direction. The complexity and by that the footprint as well the cost of the laser are considerably reduced by the direct diode-pumping scheme. In combination with an Yb fiber amplifier such a laser is suited for biomedical applications allowing for detailed morphologic and molecular spectroscopic in vivo investigation. The optimized emission wavelengths of our Ti:sapphire laser and Yb fiber amplifier provide simultaneous excitation at 805 nm, 1050 nm and 911 nm for multicontrast information from exogenous and endogenous fluorophores. We perform in vivo imaging of C. elegans and visualize metabolic changes in zebrafish larvae to investigate the tumor microenvironment with spectral focusing CARS and multicolor TPEF of green fluorescent protein.",Laser excitation;Semiconductor lasers;Pump lasers;Laser mode locking;Automobiles;Power lasers;Microscopy;Biomedical microscopy;biomedical optical imaging;fluorescence;laser applications;light sources;mode locked lasers;nonlinear optics;raman scattering,ARTICLE,2021,IEEE Journal of Selected Topics in Quantum Electronics,10.1109/JSTQE.2021.3060289
Interpretability-Driven Sample Selection Using Self Supervised Learning for Disease Classification and Segmentation,"In supervised learning for medical image analysis, sample selection methodologies are fundamental to attain optimum system performance promptly and with minimal expert interactions (e.g. label querying in an active learning setup). In this article we propose a novel sample selection methodology based on deep features leveraging information contained in interpretability saliency maps. In the absence of ground truth labels for informative samples, we use a novel self supervised learning based approach for training a classifier that learns to identify the most informative sample in a given batch of images. We demonstrate the benefits of the proposed approach, termed Interpretability-Driven Sample Selection (IDEAL), in an active learning setup aimed at lung disease classification and histopathology image segmentation. We analyze three different approaches to determine sample informativeness from interpretability saliency maps: (i) an observational model stemming from findings on previous uncertainty-based sample selection approaches, (ii) a radiomics-based model, and (iii) a novel data-driven self-supervised approach. We compare IDEAL to other baselines using the publicly available NIH chest X-ray dataset for lung disease classification, and a public histopathology segmentation dataset (GLaS), demonstrating the potential of using interpretability information for sample selection in active learning systems. Results show our proposed self supervised approach outperforms other approaches in selecting informative samples leading to state of the art performance with fewer samples.",Uncertainty;Feature extraction;Histograms;Training;Image segmentation;Histopathology;Entropy;Interpretability;Sample Selection;Self-supervised;Lung disease classification;Histopathology segmentation,ARTICLE,2021,IEEE Transactions on Medical Imaging,10.1109/TMI.2021.3061724
Sintering of conductive inks on plastic substrates by use of microwave furnaces being suitable for largescale production processes,"This work is about the application of large-scale mi-crowave furnaces being suitable for the sintering of conductive structures deposited on standard plastic parts in industrial processes. The conductive structures are consisting of carbon or silver filled conductive inks. The feasibility of microwave sintering is proved by comparing the specific resistance of structures subjected to microwave sintering with conductive paths on reference samples sintered in a convection furnace. Furthermore, optical microscopy has been employed to inspect the surface morphology of conductive paths sintered by both microwave furnace and convection furnace. It turns out that appropriate microwave sintering depends on the specific way the magnetron power is controlled in the furnace and on the temporal evolution of magnetron power during the sintering process.",Optical microscopy;Furnaces;Microwave devices;Ink;Microwave theory and techniques;Microwave imaging;Periodic structures;microwave;sintering;specific resistance;conductive ink;electromagnetic simulation;conductivity;GFRP,INPROCEEDINGS,2021,2021 14th International Congress Molded Interconnect Devices (MID),10.1109/MID50463.2021.9361626
"Low-Cost, Continuous Motion Imaging, Computationally Augmented Whole Slide Imager for Digital Pathology","As digital pathology advances, systems for acquiring Whole Slide Images (WSI) need to become affordable and effective. Current research is majorly reported around the low-throughput stop-and-focus imaging systems that are too slow for clinical use. This work reports a system that acquires well focused images at a high throughput. It reduces the imaging time by an order of magnitude via the carefully engineered implementation of a global shutter camera which allows continuous motion imaging. The second challenge of maintaining good focus comes from three sources: the imperfections induced by low-cost optomechanics, smear surface undulations, and irregularity of the slide surface itself. These are minimized via a tiled-scan method supported by focal mapping, which predicts and achieves best focus on-the-fly. Finally, any remnant defocus is compensated for by a post-acquisition image enhancement method which sharpens the image without disturbing the essential features and color tones. Thus, this system delivers a 15 × 15 mm2 scan in about 3 minutes at a resolution of 0.78 μm with a 40x microscopy objective. The bill of material cost is about US $1300 and hence it would be beneficial for telepathology in resource-constrained scenarios. Also, this device can serve as an enabler of Artificial Intelligence/Machine Learning algorithms to provide fully automated diagnosis. The developed codes for post-acquisition image enhancement are available at https://github.com/navchetan-awasthi/Microscopy.",Imaging;Cameras;Microscopy;Vibrations;Optical imaging;Lenses;Technological innovation;Automated microscopy;digital pathology;medical image processing,ARTICLE,2021,IEEE Journal of Selected Topics in Quantum Electronics,10.1109/JSTQE.2021.3067389
Research on Application of Classification Model Based on Stack Generalization in Staging of Cervical Tissue Pathological Images,"Cervical cancer is a malignant tumor that threatens women's health and life. Cervical pathology examination, as the gold standard for cervical cancer diagnosis, provides an important basis for the surgical plan and postoperative follow-up strategy for cervical cancer. Cervical biopsy diagnosis includes normal, low-grade squamous intraepithelial lesion (LSIL), high-grade squamous intraepithelial lesion (HSIL) and squamous cell carcinoma (SCC). At present, cervical pathology examination still relies on the doctor's personal clinical experience and subjective judgment, which is time-consuming and may cause misdiagnosis or missed diagnosis. In addition, the current intelligent classification of cervical pathological images still has disadvantages such as imperfect classification system and low classification accuracy. Therefore, this experiment uses the ResNet50 model of the convolutional neural network as the feature extractor, and selects the K-Nearest Neighbour (KNN), Random Forest (RF), Support Vector Machine (SVM) classifiers in Machine Learning to perform cervical tissue pathological images Discrimination, the accuracy of the classification results were 85.83%, 80.33%, and 86.67%. In order to further improve the accuracy of the model and enhance the applicability and stability of the model, this experiment proposes the Stacked Generalization (SK) classification model. The first-layer base learner of the SK classification model selects CNN-KNN, CNN-RF, CNN-SVM, and the second-layer classifier selects Multilayer Perceptron (MLP). Among them, MLP makes the final result by learning the classification performance of the base learner for label discrimination, the accuracy of the classification model after ensemble learning is 90.00%. In addition, this experiment uses the Synthetic Minority Oversampling Technique (SMOTE) algorithm to amplify the training samples, and the amplified data set has a classification accuracy of 89.17% under the training of the SK classification model. The results show that the SK classification model in this experiment has a high classification ability for cervical histopathological images, and has good generalization ability and robustness.",Pathology;Feature extraction;Cervical cancer;Lesions;Training;Classification algorithms;Support vector machines;Cervical pathology image;ResNet50;machine learning;multilayer perceptron;stacked generalization;SMOTE,ARTICLE,2021,IEEE Access,10.1109/ACCESS.2021.3064040
Machine learning based Diagnosis and Classification Of Sickle Cell Anemia in Human RBC,"Anemia is a disease which is caused by the deficiency of red blood cells. The shape of red blood cell changes to sickle or crescent shape in sickle cell anemia disease. The manual inspection of microscopic images is very difficult and time-consuming process. In this research image processing and machine learning techniques is used to automate the process of detection of sickle cells in microscopic images then classify the RBC into three shapes: circular, elongated (sickle cell) and other shape. The microscopic image is pre-processed and Otsu thresholding technique is used for segmentation. Then, Watershed segmentation is applied to separate the overlapped cells. The geometrical, statistical and textural features are extracted from the images. The machine learning classifier random forest, logistic regression naïve baye sand support vector machine is used. This research describes the comparison among these algorithms.",Support vector machines;Shape;Red blood cells;Microscopy;Feature extraction;Random forests;Logistics;Red blood cell;sickle cell anemia;Otsu thresholding;watershed segmentation;random forest;logistic regression;naïve bayes;support vector machine,INPROCEEDINGS,2021,2021 Third International Conference on Intelligent Communication Technologies and Virtual Mobile Networks (ICICV),10.1109/ICICV50876.2021.9388610
Research on the Auxiliary Classification and Diagnosis of Lung Cancer Subtypes Based on Histopathological Images,"Lung cancer (LC) is one of the most serious cancers threatening human health. Histopathological examination is the gold standard for qualitative and clinical staging of lung tumors. However, the process for doctors to examine thousands of histopathological images is very cumbersome, especially for doctors with less experience. Therefore, objective pathological diagnosis results can effectively help doctors choose the most appropriate treatment mode, thereby improving the survival rate of patients. For the current problem of incomplete experimental subjects in the computer-aided diagnosis of lung cancer subtypes, this study included relatively rare lung adenosquamous carcinoma (ASC) samples for the first time, and proposed a computer-aided diagnosis method based on histopathological images of ASC, lung squamous cell carcinoma (LUSC) and small cell lung carcinoma (SCLC). Firstly, the multidimensional features of 121 LC histopathological images were extracted, and then the relevant features (Relief) algorithm was used for feature selection. The support vector machines (SVMs) classifier was used to classify LC subtypes, and the receiver operating characteristic (ROC) curve and area under the curve (AUC) were used to make it more intuitive evaluate the generalization ability of the classifier. Finally, through a horizontal comparison with a variety of mainstream classification models, experiments show that the classification effect achieved by the Relief-SVM model is the best. The LUSC-ASC classification accuracy was 73.91%, the LUSC-SCLC classification accuracy was 83.91% and the ASC-SCLC classification accuracy was 73.67%. Our experimental results verify the potential of the auxiliary diagnosis model constructed by machine learning (ML) in the diagnosis of LC.",Feature extraction;Lung;Pathology;Medical services;Brightness;Lung cancer;Image color analysis;Lung cancer;histopathological images;computer-aided diagnosis;lung adenosquamous carcinoma (ASC);machine learning,ARTICLE,2021,IEEE Access,10.1109/ACCESS.2021.3071057
Detection of Hotspots in Fluorescence Imaging of Yeast Cell Model used in Neuro-Degenerative Research,"Fluorescence (FL) optical imaging modality is an indispensable tool in biomedical research for the discovery of drugs as well as diagnosis. With recent developments in high throughput microscopy hardware platforms, there is an immense need to match and develop automated image processing tools that can aid clinical pathologists and researchers expedite their workflow and analysis. This plays a crucial role when the volume of samples is immense and the workflow is tedious manually. In this report, we successfully demonstrate the ability of our software tool to very specifically detect hotspots in FL images of yeast-based model systems that are employed specifically for the detection of neurodegenerative disorders in systems biology research. The algorithm demonstrated here can achieve more feature extraction than many of the reported morphometric tools available till date particularly while using Fluorescence modality.",Image segmentation;Microscopy;Biological system modeling;Software algorithms;Fluorescence;Tools;Throughput;Image segmentation;Fluorescence microscopy;Neurodegenerative diseases;Yeast;K-means clustering,INPROCEEDINGS,2021,"2021 International Conference on Advances in Electrical, Computing, Communication and Sustainable Technologies (ICAECT)",10.1109/ICAECT49130.2021.9392397
On Microstructure Estimation Using Flatbed Scanners for Paper Surface-Based Authentication,"Paper surfaces under the microscopic view are observed to be formed by intertwisted wood fibers. Such structures of paper surfaces are unique from one location to another and are almost impossible to duplicate. Previous work used microscopic surface normals to characterize such intrinsic structures as a “fingerprint” of paper for security and forensic applications. In this work, we examine several key research questions of feature extraction in both scientific and engineering aspects to facilitate the deployment of paper surface-based authentication when flatbed scanners are used as the acquisition device. We analytically show that, under the unique optical setup of flatbed scanners, the specular reflection does not play a role in norm map estimation. We verify, using a larger dataset than prior work, that the scanner-acquired norm maps, although blurred, are consistent with those measured by confocal microscopes. We confirm that, when choosing an authentication feature, high spatial-frequency subbands of the heightmap are more powerful than the norm map. Finally, we show that it is possible to empirically calculate the physical dimensions of the paper patch needed to achieve a certain authentication performance in equal error rate (EER). We analytically show that log(EER) is decreasing linearly in the edge length of a paper patch.",Authentication;Microscopy;Optical microscopy;Feature extraction;Cameras;Servers;Decoding;Authentication;physically unclonable;paper surface;microstructure;norm map;flatbed scanner;specular reflection,ARTICLE,2021,IEEE Transactions on Information Forensics and Security,10.1109/TIFS.2021.3071585
Study of the Structural Features of Nanofibers of Nanoporous Aluminum Oxide Using Optical Microscopy,"Optical microscopy is currently one of the widely used methods used to study micro- and nanostructured materials. Despite the fact that optical microscopy is inferior in resolving power to atomic force and scanning electron microscopy, in most cases this method makes it possible to efficiently investigate various structures. Nanofibers based on nanoporous alumina are of interest as a hydrophobic surface. Therefore, the study of its structural features is a promising research work.",Scanning electron microscopy;Atomic force microscopy;Optical microscopy;Atom optics;Electron optics;Optical materials;Nanostructures;nanofibers;nanoporous membrane;optical microscope;anodizing;electrolytes,INPROCEEDINGS,2021,2021 IEEE Conference of Russian Young Researchers in Electrical and Electronic Engineering (ElConRus),10.1109/ElConRus51938.2021.9396392
Crossover Structure Separation With Application to Neuron Tracing in Volumetric Images,"Morphology reconstruction of neurons from 3-D microscopic images is essential to neuroscience research. However, many reconstructions may contain errors and ambiguities because of the crossover neuronal fibers. In this article, an automatic algorithm is proposed for the detection and separation of crossover structures and is applied to neuron tracing for improving the neuron reconstruction results. First, a spherical-patches extraction (SPE)-Net is employed to detect the 3-D neuron crossover points and locate the crossover structures in neuron volumetric images. Second, a multiscale upgraded ray-shooting model (MSURS) is proposed to obtain robust results at different scales with high confidence and is employed to extract the crossover neuronal structure features. Then, a crossover structure separation (CSS) method is developed to eliminate the false connections of crossover structures and generate deformed separated neuronal fibers based on the extracted features to replace the original neurites signals. Experiments demonstrate that the SPE-Net for crossover point detection achieves average precision and recall rates of 73.89% and 79.66%, respectively, and demonstrate the proposed CSS method can improve 20.46% the performance of the reconstructions on average. The results confirm that the proposed method can effectively improve the neuron tracing results in volumetric images.",Neurons;Image reconstruction;Three-dimensional displays;Feature extraction;Topology;Two dimensional displays;Morphology;Crossover point detection;crossover structure separation (CSS);multiscale upgraded ray-shooting model (MSURS);neuron tracing;topological precision,ARTICLE,2021,IEEE Transactions on Instrumentation and Measurement,10.1109/TIM.2021.3072119
