PMID,title,Authors,Citation,First Author,Journal/Book,year,Create Date,PMCID,NIHMS ID,doi,abstract
31314779,Nuclear morphometrics and chromatin condensation patterns as disease biomarkers using a mobile microscope,"Damodaran K, Crestani M, Jokhun DS, Shivashankar GV.",PLoS One. 2019 Jul 17;14(7):e0218757. doi: 10.1371/journal.pone.0218757. eCollection 2019.,Damodaran K,PLoS One,2019,2019/07/18,PMC6636717,,10.1371/journal.pone.0218757,"Current cancer diagnosis involves the use of nuclear morphology and chromatin condensation signatures for accurate advanced stage classification. While such diagnostic approaches rely on high resolution imaging of the cell nucleus using expensive microscopy systems, developing portable mobile microscopes to visualize nuclear and chromatin condensation patterns is desirable at clinical settings with limited infrastructure. In this study, we develop a portable fluorescent mobile microscope capable of acquiring high resolution images of the nucleus and chromatin. Using this we extracted nuclear morphometric and chromatin texture based features and were able to discriminate between normal and cancer cells with similar accuracy as wide-field fluorescence microscopy. We were also able to detect subtle changes in nuclear and chromatin features in cells subjected to compressive forces, cytoskeletal perturbations and cytokine stimulation, thereby highlighting the sensitivity of the portable microscope. Taken together, we present a versatile platform to exploit nuclear morphometrics and chromatin condensation features as physical biomarkers for point-of-care diagnostic solutions."
31380845,Analysis of Lipid Droplet Content in Fission and Budding Yeasts using Automated Image Processing,"Princová J, Schätz M, Ťupa O, Převorovský M.",J Vis Exp. 2019 Jul 17;(149). doi: 10.3791/59889.,Princová J,J Vis Exp,2019,2019/08/06,,,10.3791/59889,"Lipid metabolism and its regulation are of interest to both basic and applied life sciences and biotechnology. In this regard, various yeast species are used as models in lipid metabolic research or for industrial lipid production. Lipid droplets are highly dynamic storage bodies and their cellular content represents a convenient readout of the lipid metabolic state. Fluorescence microscopy is a method of choice for quantitative analysis of cellular lipid droplets, as it relies on widely available equipment and allows analysis of individual lipid droplets. Furthermore, microscopic image analysis can be automated, greatly increasing overall analysis throughput. Here, we describe an experimental and analytical workflow for automated detection and quantitative description of individual lipid droplets in three different model yeast species: the fission yeasts Schizosaccharomyces pombe and Schizosaccharomyces japonicus, and the budding yeast Saccharomyces cerevisiae. Lipid droplets are visualized with BODIPY 493/503, and cell-impermeable fluorescent dextran is added to the culture media to help identify cell boundaries. Cells are subjected to 3D epifluorescence microscopy in green and blue channels and the resulting z-stack images are processed automatically by a MATLAB pipeline. The procedure outputs rich quantitative data on cellular lipid droplet content and individual lipid droplet characteristics in a tabular format suitable for downstream analyses in major spreadsheet or statistical packages. We provide example analyses of lipid droplet content under various conditions that affect cellular lipid metabolism."
31318932,Quantitative evaluation of tissue stiffness around lesion by sound touch elastography in the diagnosis of benign and malignant breast lesions,"Huang L, Ma M, Du Z, Liu Z, Gong X.",PLoS One. 2019 Jul 18;14(7):e0219943. doi: 10.1371/journal.pone.0219943. eCollection 2019.,Huang L,PLoS One,2019,2019/07/19,PMC6639001,,10.1371/journal.pone.0219943,"The purpose of our study is to assess the diagnostic performance of quantitative evaluation of tissue stiffness around lesion by Sound Touch Elastography (STE) in distinguishing between benign and malignant breast lesions. A total number of 160 breast lesions from 160 female patients were examined by STE. Resona 7 was equipped with ""shell"" function to measure elastic modulus values of tissue in the region of surrounding lesion quantitatively. The contours of the lesion were required to be delineated. The elastic modulus values of tissue in the region of 1mm, 2mm, and 3mm outside the boundary were acquired. The elastic modulus values included maximum elastic modulus (Emax), mean elastic modulus (Emean), minimum elastic modulus (Emin), and elastic modulus standard deviation (Esd). All lesions were confirmed by histopathology. We compared the differences of the above elastic modulus values between benign and malignant groups. Receiver operating characteristic (ROC) curve was drawn with the histological diagnostic results as the gold standard. Sensitivity and specificity were calculated to evaluate the diagnostic performance of STE. Operator consistency was also analyzed. Among the 160 lesions, 100 (62.5%) were benign and 60 (37.5%) were malignant. In the region of 1mm, 2mm, and 3mm surrounding the lesion, Emax, Emean, and Esd of malignant group were significantly higher than those of the benign group (all P<0.05). When the ""shell"" was 3mm, Emax had the highest AUROC value (AUROC = 0.998). Regarding the measurement of elastic modulus values, all the intra-class correlation coefficient (ICC) values of the inter-operator consistency were greater than 0.75 for Emax, Emean, and Esd. Therefore, quantitative evaluation of tissue stiffness around lesion by STE has the potential to distinguish between benign and malignant breast lesions."
30980601,Measuring expansion from macro- to nanoscale using NPC as intrinsic reporter,"Pesce L, Cozzolino M, Lanzanò L, Diaspro A, Bianchini P.",J Biophotonics. 2019 Aug;12(8):e201900018. doi: 10.1002/jbio.201900018. Epub 2019 May 28.,Pesce L,J Biophotonics,2019,2019/04/14,PMC7065622,,10.1002/jbio.201900018,"Expansion microscopy is a super-resolution method that allows expanding uniformly biological samples, by increasing the relative distances among fluorescent molecules labeling specific components. One of the main concerns in this approach regards the isotropic behavior at the nanoscale. The present study aims to determine the robustness of such a technique, quantifying the expansion parameters i.e. scale factor, isotropy, uniformity. Our focus is on the nuclear pore complex (NPC), as well-known nanoscale component endowed of a preserved and symmetrical structure localized on the nuclear envelope. Here, we show that Nup153 is a good reporter to quantitatively address the isotropy of the expansion process. The quantitative analysis carried out on NPCs, at different spatial scales, allows concluding that expansion microscopy can be used at the nanoscale to measure subcellular features with an accuracy from 10 to 5 nm. Therefore, it is an excellent method for structural studies of macromolecular complexes."
30995518,Determinants of structural segregation and patterning in the human cortex,"Kruggel F, Solodkin A.",Neuroimage. 2019 Aug 1;196:248-260. doi: 10.1016/j.neuroimage.2019.04.031. Epub 2019 Apr 14.,Kruggel F,Neuroimage,2019,2019/04/18,,,10.1016/j.neuroimage.2019.04.031,"This study aimed at uncovering mechanisms that govern the spatio-temporal patterning of the human cortex and its structural variability, and drawing links between fetal brain development and variability in adult brains. A data-driven analytic approach based on structural MR images revealed the following findings: (1) The cortical surface can be subdivided into 13 independent regions (""communities"") based on macroscopic features. (2) Thirty centers of low inter-subject variability were found in major sulci on the cortical surface. Their variability showed a strong positive correlation with the known time points at which they appear in fetal development. Centers forming early induce a higher inter-subject regularity in a larger local vicinity, while those forming later result in smaller regions of higher variability. (3) The layout of sulcal and gyral patterns within a community is governed typically by two centers. Depending on the relative variability of each center, communities can be classified into structural sub-types. (4) Sub-types across ipsi-lateral communities are independent, but associated with the sub-type of the same community on the contra-lateral side. Results shown here integrate well with current knowledge about macroscopic, microscopic, and genetic determinants of brain development."
31174008,Study of cervical cancer through fractals and a method of clustering based on quantum mechanics,"Hoyos FT, Martín-Landrove M, Navarro RB, Villadiego JV, Cardenas JC.",Appl Radiat Isot. 2019 Aug;150:182-191. doi: 10.1016/j.apradiso.2019.05.011. Epub 2019 May 15.,Hoyos FT,Appl Radiat Isot,2019,2019/06/08,,,10.1016/j.apradiso.2019.05.011,"Tumor growth in the cervix is a complex process. Understanding this phenomena is quite relevant in order to establish proper diagnosis and therapy strategies and a possible startpoint is to evaluate its complexity through the scaling analysis, which define the tumor growth geometry. In this work, tumor interface from primary tumors of squamous cells and adenocarcinomas for cervical cancer were extracted. Fractal dimension and local roughness exponent (Barabasi and Stanley (1996)), alpha(loc), were calculated to characterize the in vivo 3-D tumor growth. Image acquisition was carried out according to the standard protocol used for cervical cancer radiotherapy, i.e., axial, magnetic resonance T1 - weighted contrast enhanced images comprising the cervix volume for image registration. Image processing was carried out by a classification scheme based on quantum clustering algorithm (Mussa et al. (2015)) combined with the application of the K-means procedure upon contrasted images (Demirkaya et al. (2008)). The results show significant variations of the parameters depending on the tumor stage and its histological origin."
31190317,Prognostic markers for immunodeficiency-associated primary central nervous system lymphoma,"Kaulen LD, Galluzzo D, Hui P, Barbiero F, Karschnia P, Huttner A, Fulbright R, Baehring JM.",J Neurooncol. 2019 Aug;144(1):107-115. doi: 10.1007/s11060-019-03208-w. Epub 2019 Jun 13.,Kaulen LD,J Neurooncol,2019,2019/06/14,,,10.1007/s11060-019-03208-w,"BACKGROUND: Immunodeficiency is a major risk factor for primary central nervous system lymphoma (PCNSL), but data on the disease in immunocompromised hosts are scarce. We aimed to define clinical and imaging features and determine prognostic factors for immunodeficiency-associated PCNSL. METHODS: All PCNSL cases seen at Yale-New Haven Hospital between 2002 and 2017 were retrospectively screened for immunodeficiency. For patients with immunosuppression, biopsies were evaluated and clinical data were collected. Predictors of survival were identified using Kaplan-Meier survival analysis and log-rank test. p values < 0.05 were considered significant. RESULTS: 23 patients with immunodeficiencies were identified: eleven on immunosuppressants after solid organ transplantation, seven with human immunodeficiency virus infection, and five on immunosuppressive treatment due to various autoimmune disorders. PCNSL cases were largely Epstein-Barr-Virus positive (78%), histologically classified as diffuse large B cell lymphomas (87%), and showed peripheral contrast enhancement (81%) and corresponding heterogeneous diffusion-weighted imaging patterns (DWI) on magnetic resonance imaging (MRI) (71%). Median overall survival was 31 months. Age > 60 years at diagnosis (p < 0.01), peripheral enhancement of the mass on MRI (p = 0.04), heterogeneous DWI patterns (p = 0.04), and clonal immunoglobulin heavy chain gene rearrangement (IgHR) (p = 0.03) were found to be negative prognostic markers. CONCLUSIONS: Immunodeficiency-associated PCNSL presents with similar clinical, pathological and imaging features. Age > 60 years, clonal IgHR, heterogeneous DWI pattern and peripheral enhancement on MRI may serve as predictors of less favorable outcome."
31279982,Color normalization of faded H&E-stained histological images using spectral matching,"Tosta TAA, de Faria PR, Neves LA, do Nascimento MZ.",Comput Biol Med. 2019 Aug;111:103344. doi: 10.1016/j.compbiomed.2019.103344. Epub 2019 Jun 28.,Tosta TAA,Comput Biol Med,2019,2019/07/08,,,10.1016/j.compbiomed.2019.103344,"Histological samples stained with hematoxylin-eosin (H&E) are commonly used by pathologists in cancer diagnoses. However, the preparation, digitization, and storage of tissue samples can lead to color variations that produce poor performance when using histological image processing techniques. Thus, normalization methods have been proposed to adjust the color of the image. This can be achieved through the use of a spectral matching technique, where it is first necessary to estimate the H&E representation and the stain concentration in the image pixels by means of the RGB model. This study presents an estimation method for H&E stain representation for the normalization of faded histological samples. This application has been explored only to a limited extent in the literature, but has the capacity to expand the use of faded samples. To achieve this, the normalized images must have a coherent color representation of the H&E stain with no introduction of noise, which was realized by applying the methodology described in this proposal. The estimation method presented here aims to normalize histological samples with different degrees of fading using a combination of fuzzy theory and the Cuckoo search algorithm, and dictionary learning with an initialization method for optimization. In visual and quantitative comparisons of estimates of H&E stain representation from the literature, our proposed method achieved very good results, with a high feature similarity between the original and normalized images."
31319944,Embryo development stage prediction algorithm for automated time lapse incubators,"Dirvanauskas D, Maskeliunas R, Raudonis V, Damasevicius R.",Comput Methods Programs Biomed. 2019 Aug;177:161-174. doi: 10.1016/j.cmpb.2019.05.027. Epub 2019 May 29.,Dirvanauskas D,Comput Methods Programs Biomed,2019,2019/07/20,,,10.1016/j.cmpb.2019.05.027,"BACKGROUND AND OBJECTIVE: Time-lapse microscopy has become an important tool for studying the embryo development process. Embryologists can monitor the entire embryo growth process and thus select the best embryos for fertilization. This time and the resource consuming process are among the key factors for success of pregnancies. Tools for automated evaluation of the embryo quality and development stage prediction are developed for improving embryo selection. METHODS: We present two-classifier vote-based method for embryo image classification. Our classification algorithms have been trained with features extracted using a Convolutional Neural Network (CNN). Prediction of embryo development stage is then completed by comparing confidence of two classifiers. Images are labeled depending on which one receives a larger confidence rating. RESULTS: The evaluation has been done with imagery of real embryos, taken in the ESCO Time Lapse incubator from four different developing embryos. The results illustrate the most effective combination of two classifiers leading to an increase of prediction accuracy and achievement of overall 97.62% accuracy for a test set classification. CONCLUSIONS: We have presented an approach for automated prediction of the embryo development stage for microscopy time-lapse incubator image. Our algorithm has extracted high-complexity image feature using CNN. Classification is done by comparing prediction of two classifiers and selecting the label of that classifier, which has a higher confidence value. This combination of two classifiers has allowed us to increase the overall accuracy of CNN from 96.58% by 1.04% up to 97.62%. The best results are achieved when combining the CNN and Discriminant classifiers. Practical implications include improvement of embryo selection process for in vitro fertilization."
31762556,Stereological Analysis of Adolescent Placentas and Anthropometric Characteristics of Newborns,"Markovic S, Zigic Z, Cerovac A, Kunosic S, Lelic M, Dzafic F.",Med Arch. 2019 Aug;73(4):234-239. doi: 10.5455/medarh.2019.73.234-239.,Markovic S,Med Arch,2019,2019/11/26,PMC6853742,,10.5455/medarh.2019.73.234-239,"INTRODUCTION: Knowledge of the size of surfaces available for transport is important for assessing the amount of nutrients that can be transmitted to the fetus for its normal growth and development. AIM: The aim of our study, was to determine the stereological structural parameters of the parenchymal part of placenta, ratio of birth weight and placental weight, and to determine their correlation with the body length and head circumference of the newborns of adolescent pregnant women. METHODS: The study was conducted on a total of 60 human placentas of term pregnancy, divided into two groups according to the age of pregnant women. The experimental group consisted of 30 placenta of pregnant women aged 13-19. The control group consisted of 30 placenta of pregnant women aged 20-35. Computer assisted morphological analysis of images of histological preparations using stereological methods was performed. RESULTS: Surface density of terminal villi of adolescent placentas is significant higher than the control group (t = 14,179, df = 29, p <0,0001). The T-test (t = -5,868, df = 29, p <0,0001) showed statistically significant difference in the surface density of fibrinoid in two compared groups. T-test (t = 6.438, df = 29, p <0.0001) found that total surface of terminal villi was significantly higher in adolescent placentas. The T-test (t = -6,747, df = 29, p <0,0001) found that total surface of fibrinoid was significantly lower in adolescent group. The T-test (t = 4.203, df = 29, p <0.0001) found that the ratio of birth weight of newborn and adolescent placental weight was significantly higher in relation to the control group. CONCLUSION: Adolescent placentas was more efficient in increasing the weight of newborns, compared to the control group placentas."
31337683,A photostable fluorescent marker for the superresolution live imaging of the dynamic structure of the mitochondrial cristae,"Wang C, Taki M, Sato Y, Tamura Y, Yaginuma H, Okada Y, Yamaguchi S.",Proc Natl Acad Sci U S A. 2019 Aug 6;116(32):15817-15822. doi: 10.1073/pnas.1905924116. Epub 2019 Jul 23.,Wang C,Proc Natl Acad Sci U S A,2019,2019/07/25,PMC6689947,,10.1073/pnas.1905924116,"Stimulation emission depletion (STED) microscopy enables ultrastructural imaging of organelle dynamics with a high spatiotemporal resolution in living cells. For the visualization of the mitochondrial membrane dynamics in STED microscopy, rationally designed mitochondrial fluorescent markers with enhanced photostability are required. Herein, we report the development of a superphotostable fluorescent labeling reagent with long fluorescence lifetime, whose design is based on a structurally reinforced naphthophosphole fluorophore that is conjugated with an electron-donating diphenylamino group. The combination of long-lived fluorescence and superphotostable features of the fluorophore allowed us to selectively capture the ultrastructures of the mitochondrial cristae with a resolution of  approximately 60 nm when depleted at 660 nm. This chemical tool provides morphological information of the cristae, which has so far only been observed in fixed cells using electron microscopy. Moreover, this method gives information about the dynamic ultrastructures such as the intermembrane fusion in different mitochondria as well as the intercristae mergence in a single mitochondrion during the apoptosis-like mitochondrial swelling process."
31410693,Colorectal Cancer Diagnostic Algorithm Based on Sub-Patch Weight Color Histogram in Combination of Improved Least Squares Support Vector Machine for Pathological Image,"Yang K, Zhou B, Yi F, Chen Y, Chen Y.",J Med Syst. 2019 Aug 14;43(9):306. doi: 10.1007/s10916-019-1429-8.,Yang K,J Med Syst,2019,2019/08/15,,,10.1007/s10916-019-1429-8,"In order to improve the diagnostic accuracy of colon cancer, a novel classification algorithm based on sub-patch weight color histogram and improved SVM is proposed, which has good approximation ability for complex pathological image. Our proposed algorithm combines wavelet kernel SVM with color histogram to classify pathological image. Firstly, the pathological image is divided into non-overlapping sub-patches, and the features of sub-patch histogram are extracted. Then, the global and local features are fused by the sub-patch weighting algorithm. Then, the RelicfF based forward selection algorithm is used to integrate color features and texture features so as to enhance the characterization capabilities of the tumor cell. Finally, Morlet wavelet kernel-based least squares support vector machine method is adopted to enhance the generalization ability of the model for small sample with non-linear and high-dimensional pattern classification problems. Experimental results show that the proposed pathological diagnostic algorithm can gain higher accuracy compared with existing comparison algorithms."
31455228,Reverse active learning based atrous DenseNet for pathological image classification,"Li Y, Xie X, Shen L, Liu S.",BMC Bioinformatics. 2019 Aug 28;20(1):445. doi: 10.1186/s12859-019-2979-y.,Li Y,BMC Bioinformatics,2019,2019/08/29,PMC6712615,,10.1186/s12859-019-2979-y,"BACKGROUND: Due to the recent advances in deep learning, this model attracted researchers who have applied it to medical image analysis. However, pathological image analysis based on deep learning networks faces a number of challenges, such as the high resolution (gigapixel) of pathological images and the lack of annotation capabilities. To address these challenges, we propose a training strategy called deep-reverse active learning (DRAL) and atrous DenseNet (ADN) for pathological image classification. The proposed DRAL can improve the classification accuracy of widely used deep learning networks such as VGG-16 and ResNet by removing mislabeled patches in the training set. As the size of a cancer area varies widely in pathological images, the proposed ADN integrates the atrous convolutions with the dense block for multiscale feature extraction. RESULTS: The proposed DRAL and ADN are evaluated using the following three pathological datasets: BACH, CCG, and UCSB. The experiment results demonstrate the excellent performance of the proposed DRAL + ADN framework, achieving patch-level average classification accuracies (ACA) of 94.10%, 92.05% and 97.63% on the BACH, CCG, and UCSB validation sets, respectively. CONCLUSIONS: The DRAL + ADN framework is a potential candidate for boosting the performance of deep learning models for partially mislabeled training datasets."
30811717,"Diffusion-weighted imaging (DWI) with apparent diffusion coefficient (ADC) mapping as a quantitative imaging biomarker for prediction of immunohistochemical receptor status, proliferation rate, and molecular subtypes of breast cancer","Horvat JV, Bernard-Davila B, Helbich TH, Zhang M, Morris EA, Thakur SB, Ochoa-Albiztegui RE, Leithner D, Marino MA, Baltzer PA, Clauser P, Kapetas P, Bago-Horvath Z, Pinker K.",J Magn Reson Imaging. 2019 Sep;50(3):836-846. doi: 10.1002/jmri.26697. Epub 2019 Feb 27.,Horvat JV,J Magn Reson Imaging,2019,2019/02/28,PMC6767396,,10.1002/jmri.26697,"BACKGROUND: Diffusion-weighted imaging (DWI) with apparent diffusion coefficient (ADC) mapping is one of the most useful additional MRI parameters to improve diagnostic accuracy and is now often used in a multiparameric imaging setting for breast tumor detection and characterization. PURPOSE: To evaluate whether different ADC metrics can also be used for prediction of receptor status, proliferation rate, and molecular subtype in invasive breast cancer. STUDY TYPE: Retrospective. SUBJECTS: In all, 107 patients with invasive breast cancer met the inclusion criteria (mean age 57 years, range 32-87) and underwent multiparametric breast MRI. FIELD STRENGTH/SEQUENCE: 3 T, readout-segmented echo planar imaging (rsEPI) with IR fat suppression, dynamic contrast-enhanced (DCE) T(1) -weighted imaging, T(2) -weighted turbo-spin echo (TSE) with fatsat. ASSESSMENT: Two readers independently drew a region of interest on ADC maps on the whole tumor (WTu), and on its darkest part (DpTu). Minimum, mean, and maximum ADC values of both WTu and DpTu were compared for receptor status, proliferation rate, and molecular subtypes. STATISTICAL TESTS: Wilcoxon rank sum, Mann-Whitney U-tests for associations between radiologic features and histopathology; histogram and q-q plots, Shapiro-Wilk's test to assess normality, concordance correlation coefficient for precision and accuracy; receiver operating characteristics curve analysis. RESULTS: Estrogen receptor (ER) and progesterone receptor (PR) status had significantly different ADC values for both readers. Maximum WTu (P = 0.0004 and 0.0005) and mean WTu (P = 0.0101 and 0.0136) were significantly lower for ER-positive tumors, while PR-positive tumors had significantly lower maximum WTu values (P = 0.0089 and 0.0047). Maximum WTu ADC was the only metric that was significantly different for molecular subtypes for both readers (P = 0.0100 and 0.0132) and enabled differentiation of luminal tumors from nonluminal (P = 0.0068 and 0.0069) with an area under the curve of 0.685 for both readers. DATA CONCLUSION: Maximum WTu ADC values may be used to differentiate luminal from other molecular subtypes of breast cancer. LEVEL OF EVIDENCE: 3 Technical Efficacy: Stage 2 J. Magn. Reson. Imaging 2019;50:836-846."
30892067,Open-Top Light-Sheet Microscopy Image Atlas of Prostate Core Needle Biopsies,"Reder NP, Glaser AK, McCarty EF, Chen Y, True LD, Liu JTC.",Arch Pathol Lab Med. 2019 Sep;143(9):1069-1075. doi: 10.5858/arpa.2018-0466-OA. Epub 2019 Mar 20.,Reder NP,Arch Pathol Lab Med,2019,2019/03/21,PMC7402418,NIHMS1596440,10.5858/arpa.2018-0466-OA,"CONTEXT.-: Ex vivo microscopy encompasses a range of techniques to examine fresh or fixed tissue with microscopic resolution, eliminating the need to embed the tissue in paraffin or produce a glass slide. One such technique is light-sheet microscopy, which enables rapid 3D imaging. Our pathology-engineering collaboration has resulted in an open-top light-sheet (OTLS) microscope that is specifically tailored to the needs of pathology practice. OBJECTIVE.-: To present an image atlas of OTLS images of prostate core needle biopsies. DESIGN.-: Core needle biopsies (N = 9) were obtained from fresh radical prostatectomy specimens. Each biopsy was fixed in formalin, dehydrated in ethanol, stained with TO-PRO3 and eosin, optically cleared, and imaged using OTLS microscopy. The biopsies were then processed, paraffin embedded, and sectioned. Hematoxylin-eosin and immunohistochemical staining for cytokeratin 5 and cytokeratin 8 was performed. RESULTS.-: Benign and neoplastic histologic structures showed high fidelity between OTLS and traditional light microscopy. OTLS microscopy had no discernible effect on hematoxylin-eosin or immunohistochemical staining in this pilot study. The 3D histology information obtained using OTLS microscopy enabled new structural insights, including the observation of cribriform and well-formed gland morphologies within the same contiguous glandular structures, as well as the continuity of poorly formed glands with well-formed glands. CONCLUSIONS.-: Three-dimensional OTLS microscopy images have a similar appearance to traditional hematoxylin-eosin histology images, with the added benefit of useful 3D structural information. Further studies are needed to continue to document the OTLS appearance of a wide range of tissues and to better understand 3D histologic structures."
31168871,Microscopic skin laceration segmentation and classification: A framework of statistical normal distribution and optimal feature selection,"Afza F, Khan MA, Sharif M, Rehman A.",Microsc Res Tech. 2019 Sep;82(9):1471-1488. doi: 10.1002/jemt.23301. Epub 2019 Jun 6.,Afza F,Microsc Res Tech,2019,2019/06/07,,,10.1002/jemt.23301,"Among precision medical techniques, medical image processing is rapidly growing as a successful tool for cancer detection. Skin cancer is one of the crucial cancer types. It is identified through computer vision (CV) techniques using dermoscopic images. The early diagnosis skin cancer from dermoscopic images can be decrease the mortality rate. We propose an automated system for skin lesion detection and classification based on statistical normal distribution and optimal feature selection. Local contrast is controlled using a brighter channel enhancement technique, and segmentation is performed through a statistical normal distribution approach. The multiplication law of probability is implemented for the fusion of segmented images. In the feature extraction phase, optimized histogram, optimized color, and gray level co-occurrences matrices features are extracted and covariance-based fusion is performed. Subsequently, optimal features are selected through a binary grasshopper optimization algorithm. The selected optimal features are finally fed to a classifier and evaluated on the ISBI 2016 and ISBI 2017 data sets. Classification accuracy is computed using different Support Vector Machine (SVM) kernel functions, and the best accuracy is obtained for the cubic function. The average accuracies of the proposed segmentation on the PH2 and ISBI 2016 data sets are 93.79 and 96.04%, respectively, for an image size 512 x 512. The accuracies of the proposed classification on the ISBI 2016 and ISBI 2017 data sets are 93.80 and 93.70%, respectively. The proposed system outperforms existing methods on selected data sets."
31169960,Quantitative phase imaging of cells in a flow cytometry arrangement utilizing Michelson interferometer-based off-axis digital holographic microscopy,"Min J, Yao B, Trendafilova V, Ketelhut S, Kastl L, Greve B, Kemper B.",J Biophotonics. 2019 Sep;12(9):e201900085. doi: 10.1002/jbio.201900085. Epub 2019 Jun 20.,Min J,J Biophotonics,2019,2019/06/07,,,10.1002/jbio.201900085,"We combined Michelson-interferometer-based off-axis digital holographic microscopy (DHM) with a common flow cytometry (FCM) arrangement. Utilizing object recognition procedures and holographic autofocusing during the numerical reconstruction of the acquired off-axis holograms, sharply focused quantitative phase images of suspended cells in flow were retrieved without labeling, from which biophysical cellular features of distinct cells, such as cell radius, refractive index and dry mass, can be subsequently retrieved in an automated manner. The performance of the proposed concept was first characterized by investigations on microspheres that were utilized as test standards. Then, we analyzed two types of pancreatic tumor cells with different morphology to further verify the applicability of the proposed method for quantitative live cell imaging. The retrieved biophysical datasets from cells in flow are found in good agreement with results from comparative investigations with previously developed DHM methods under static conditions, which demonstrates the effectiveness and reliability of our approach. Our results contribute to the establishment of DHM in imaging FCM and prospect to broaden the application spectrum of FCM by providing complementary quantitative imaging as well as additional biophysical cell parameters which are not accessible in current high-throughput FCM measurements."
31522486,"Structured light imaging for breast-conserving surgery, part II: texture analysis and classification","Streeter SS, Maloney BW, McClatchy DM, Jermyn M, Pogue BW, Rizzo EJ, Wells WA, Paulsen KD.",J Biomed Opt. 2019 Sep;24(9):1-12. doi: 10.1117/1.JBO.24.9.096003.,Streeter SS,J Biomed Opt,2019,2019/09/16,PMC6744928,,10.1117/1.JBO.24.9.096003,"Subdiffuse spatial frequency domain imaging (sd-SFDI) data of 42 freshly excised, bread-loafed tumor resections from breast-conserving surgery (BCS) were evaluated using texture analysis and a machine learning framework for tissue classification. Resections contained 56 regions of interest (RoIs) determined by expert histopathological analysis. RoIs were coregistered with sd-SFDI data and sampled into  approximately 4  x  4  mm2 subimage samples of confirmed and homogeneous histological categories. Sd-SFDI reflectance textures were analyzed using gray-level co-occurrence matrix pixel statistics, image primitives, and power spectral density curve parameters. Texture metrics exhibited statistical significance (p-value  <  0.05) between three benign and three malignant tissue subtypes. Pairs of benign and malignant subtypes underwent texture-based, binary classification with correlation-based feature selection. Classification performance was evaluated using fivefold cross-validation and feature grid searching. Classification using subdiffuse, monochromatic reflectance (illumination spatial frequency of fx  =  1.37  mm  -  1, optical wavelength of lambda  =  490  nm) achieved accuracies ranging from 0.55 (95% CI: 0.41 to 0.69) to 0.95 (95% CI: 0.90 to 1.00) depending on the benign-malignant diagnosis pair. Texture analysis of sd-SFDI data maintains the spatial context within images, is free of light transport model assumptions, and may provide an alternative, computationally efficient approach for wide field-of-view (cm2) BCS tumor margin assessment relative to pixel-based optical scatter or color properties alone."
31493766,Dynamic PML protein nucleolar associations with persistent DNA damage lesions in response to nucleolar stress and senescence-inducing stimuli,"Imrichova T, Hubackova S, Kucerova A, Kosla J, Bartek J, Hodny Z, Vasicova P.",Aging (Albany NY). 2019 Sep 7;11(17):7206-7235. doi: 10.18632/aging.102248. Epub 2019 Sep 7.,Imrichova T,Aging (Albany NY),2019,2019/09/08,PMC6756913,,10.18632/aging.102248,"Diverse stress insults trigger interactions of PML with nucleolus, however, the function of these PML nucleolar associations (PNAs) remains unclear. Here we show that during induction of DNA damage-induced senescence in human non-cancerous cells, PML accumulates at the nucleolar periphery simultaneously with inactivation of RNA polymerase I (RNAP I) and nucleolar segregation. Using time-lapse and high-resolution microscopy, we followed the genesis, structural transitions and destiny of PNAs to show that: 1) the dynamic structural changes of the PML-nucleolar interaction are tightly associated with inactivation and reactivation of RNAP I-mediated transcription, respectively; 2) the PML-nucleolar compartment develops sequentially under stress and, upon stress termination, it culminates in either of two fates: disappearance or persistence; 3) all PNAs stages can associate with DNA damage markers; 4) the persistent, commonly long-lasting PML multi-protein nucleolar structures (PML-NDS) associate with markers of DNA damage, indicating a role of PNAs in persistent DNA damage response characteristic for senescent cells. Given the emerging evidence implicating PML in homologous recombination-directed DNA repair, we propose that PNAs contribute to sequestration and faithful repair of the highly unstable ribosomal DNA repeats, a fundamental process to maintain a precise balance between DNA repair mechanisms, with implications for genomic integrity and aging."
31530831,Novel morphometric analysis of higher order structure of human radial peri-papillary capillaries: relevance to retinal perfusion efficiency and age,"Barbosa M, Maddess T, Ahn S, Chan-Ling T.",Sci Rep. 2019 Sep 17;9(1):13464. doi: 10.1038/s41598-019-49443-z.,Barbosa M,Sci Rep,2019,2019/09/19,PMC6748979,,10.1038/s41598-019-49443-z,"We apply novel analyses to images of superficial capillaries that are located near and around the optic disc of the human retina: the radial peri-papillary capillaries (RPCs). Due to their unique perfusion of the nerve fibre layer the RPCs are particularly significant for optic-neuropathies. The inputs to the analysis were z-stacks from 3D confocal fluorescence microscopy from 62 human retinas aged 9 to 84 years. Our aim was to find morphometric correlates of age. The retinas had no ophthalmic history. The analysis was undertaken in two stages: (1) converting the z-stacks to 3D tubular networks of vessels, and (2) characterizing the tubular networks using features derived from the Minkowski functionals (MFs). The MFs measure: the capillary volume, surface area, mean breadth, and Euler number. The mean breadth is related to tortuosity, wall shear stress and resistance to flow, and the Euler number is related to the density of loops (collaterals). Features derived from the surface area, mean breadth and Euler number were most related to age (all p </= 0.006). The results indicate the importance of pressure-equalizing loops and tortuosity as quantitative measures related to perfusion efficiency. The novel morphometric analysis could quantify disease-related accelerated aging and vessel malformation."
